['nosymmetries', 0.4117647058823529, 0.4803921568627451, 0.5833333333333334, 0.6274509803921569, 0.39215686274509803]
['nosymmetries_no_rep', 0.4264705882352941, 0.4803921568627451, 0.5784313725490197, 0.6568627450980392, 0.4950980392156863]
['nosymmetries_normal', 0.4950980392156863, 0.4803921568627451, 0.5784313725490197, 0.6470588235294118, 0.5343137254901961]
['nosymmetries_normal_no_rep', 0.5588235294117647, 0.4803921568627451, 0.5931372549019608, 0.6274509803921569, 0.5392156862745098]
['balanced', 0.19607843137254902, 0.17647058823529413, 0.20098039215686275, 0.1715686274509804, 0.18627450980392157]
['balanced_no_rep', 0.16176470588235295, 0.15196078431372548, 0.15196078431372548, 0.1323529411764706, 0.14705882352941177]
['balanced_normal', 0.14705882352941177, 0.1568627450980392, 0.14705882352941177, 0.15196078431372548, 0.1568627450980392]
['balanced_normal_no_rep', 0.16666666666666666, 0.19607843137254902, 0.18137254901960784, 0.18137254901960784, 0.21568627450980393]
['symmetric', 0.20932134096484056, 0.2706459525756337, 0.40964840556009813, 0.5486508585445625, 0.2608340147179068]
['symmetric_no_rep', 0.2134096484055601, 0.2706459525756337, 0.39983646770237125, 0.5633687653311529, 0.2788225674570728]
['symmetric_normal', 0.5404742436631235, 0.2534750613246116, 0.5331152902698283, 0.633687653311529, 0.3115290269828291]
['symmetric_normal_no_rep', 0.553556827473426, 0.2534750613246116, 0.5494685200327064, 0.6320523303352412, 0.31643499591169255]
